Entry	Status	Gene names	Subcellular location [CC]
Q923W9	reviewed	Adam33	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q810N6	reviewed	Ankrd45	
Q9DC29	reviewed	Abcb6	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9NP58}; Multi-pass membrane protein {ECO:0000255}. Mitochondrion outer membrane {ECO:0000269|PubMed:17006453}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:Q9NP58}; Multi-pass membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000250|UniProtKB:Q9NP58}; Multi-pass membrane protein {ECO:0000255}. Endosome membrane {ECO:0000269|PubMed:23519333}; Multi-pass membrane protein {ECO:0000255}. Note=localized to the endosome-like compartment and dendrite tips. {ECO:0000269|PubMed:23519333}.
O35674	reviewed	Adam19 Mltnb	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
Q9D2Y6	reviewed	Fbxo25 Fbx25	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:16714087, ECO:0000269|PubMed:18287534}. Note=In the nucleus, associates with a specific and novel subnuclear dot-like structure. Colocalized with SKP1.
Q5SUE7	reviewed	Adad1 Tenr	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:7543294}.
P12961	reviewed	Scg5 Sgne-1 Sgne1	SUBCELLULAR LOCATION: Secreted. Note=Neuroendocrine and endocrine secretory granules.
Q9DBB1	reviewed	Dusp6 Mkp3	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q16828}.
O88783	reviewed	F5	SUBCELLULAR LOCATION: Secreted {ECO:0000250}.
O88947	reviewed	F10	SUBCELLULAR LOCATION: Secreted.
P58929	reviewed	Gmeb2	SUBCELLULAR LOCATION: Nucleus {ECO:0000255|PROSITE-ProRule:PRU00185}. Cytoplasm {ECO:0000250}. Note=May be also cytoplasmic. {ECO:0000250}.
P30677	reviewed	Gna14 Gna-14	
P27601	reviewed	Gna13 Gna-13	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:18703424}; Lipid-anchor {ECO:0000269|PubMed:18703424}. Melanosome {ECO:0000250}. Cytoplasm {ECO:0000269|PubMed:18703424}. Nucleus {ECO:0000269|PubMed:18703424}. Note=Cytoplasmic in adult somatic cells, but mainly nuclear in spermatids in the testes. Translocates from the cytoplasm to the nucleus during spermatogenesis, hence predominantly observed in the cytoplasm of round spermatids but localized in the nuclei of elongating or elongated spermatids and testicular spermatozoa.
Q91W92	reviewed	Cdc42ep1 Borg5 Cep1	SUBCELLULAR LOCATION: Endomembrane system {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}.
Q9JM96	reviewed	Cdc42ep4 Borg4 Cep4	SUBCELLULAR LOCATION: Endomembrane system {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}.
Q5SQY2	reviewed	Bod1 Fam44b	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}. Chromosome, centromere, kinetochore {ECO:0000250}. Note=Localizes at the centrosomes throughout the cell cycle, only dissociating during cytokinesis. Localizes at the kinetochore from prometaphase until anaphase. {ECO:0000250}.
Q8R3C1	reviewed		
Q9R1S8	reviewed	Capn7 Palbh	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.
Q9DBR0	reviewed	Akap8 Akap95	SUBCELLULAR LOCATION: Nucleus matrix {ECO:0000269|PubMed:16751186}. Nucleus, nucleolus {ECO:0000250|UniProtKB:O43823}. Cytoplasm {ECO:0000269|PubMed:19531803}. Note=Associated with the nuclear matrix. Redistributed and detached from condensed chromatin during mitosis (By similarity). Localizes specifically to the vicinity of the meiotic spindle in metaphase II oocytes. {ECO:0000250|UniProtKB:O43823, ECO:0000269|PubMed:12082153}.
Q8CEI1	reviewed	Bola3	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q53S33}.
Q9JIF7	reviewed	Copb1 Copb	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:P23514}. Golgi apparatus membrane {ECO:0000269|PubMed:16476741, ECO:0000269|PubMed:19587158, ECO:0000269|PubMed:7593324}; Peripheral membrane protein {ECO:0000250|UniProtKB:P53618}; Cytoplasmic side {ECO:0000305}. Cytoplasmic vesicle, COPI-coated vesicle membrane {ECO:0000269|PubMed:7593324}; Peripheral membrane protein {ECO:0000305}; Cytoplasmic side {ECO:0000305}. Cell membrane {ECO:0000250|UniProtKB:P53618}. Endoplasmic reticulum-Golgi intermediate compartment {ECO:0000269|PubMed:7593324}. Note=The coatomer is cytoplasmic or polymerized on the cytoplasmic side of the Golgi, as well as on the vesicles/buds originating from it (By similarity). Proteolytic cleavage by CAPN8 triggers translocation from Golgi to cytoplasm (PubMed:16476741). Found in perinuclear vesicular-tubular clusters (VTCs) and in the Golgi region where associated with vesicles, buds and rims of the Golgi stack (By similarity). Occasionally present at the trans-side of Golgi, but mainly present at the cis- Golgi side in transitional areas (TA), on so-called peripheral elements (PE) consisting of tubules and vesicles located between the cup-shaped transitional elements (TE) of the rough endoplasmic reticulum (RER) and the cis-most Golgi cisternae (By similarity). Present in cytoplasm, not associated with visible coats or membranes, with a minor fraction present on small clusters of tubules and vesicles (By similarity). Some association with high-density and low-density microsomes and mitochondria/nuclei fraction (By similarity). Very little found in plasma membrane fraction (By similarity). {ECO:0000250|UniProtKB:P23514, ECO:0000269|PubMed:16476741}.
Q9JII6	reviewed	Akr1a1 Akr1a4	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000269|PubMed:15769935}. Apical cell membrane {ECO:0000269|PubMed:15769935}.
P46660	reviewed	Ina	
Q60865	reviewed	Caprin1 Gpiap Gpiap1 Gpip137 M11s1 Rng105 G5E5	SUBCELLULAR LOCATION: Cytoplasm, cytosol. Cell projection, dendrite. Note=Associated with RNA granules. {ECO:0000250}.
Q9Z0S1	reviewed	Bpnt1	
Q9D084	reviewed	Cenps Apitd1 FAAP16 MHF1	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q8N2Z9}. Chromosome, centromere {ECO:0000250|UniProtKB:Q8N2Z9}. Chromosome, centromere, kinetochore {ECO:0000250|UniProtKB:Q8N2Z9}. Note=Assembly of CENPS and CENPX and its partner subunits CENPT and CENPW at centromeres occurs through a dynamic exchange mechanism. Although exchange is continuous in the cell cycle, de novo assembly starts principally during mid-late S phase and is complete by G2. CENPS is more stably bound at the kinetochore than CENPX. During S phase, rapidly recruited to DNA interstrand cross-links that block replication. Recruited to DNA damage sites about 20 minutes following UV irradiation, reaching a plateau after approximately 40 minutes. {ECO:0000250|UniProtKB:Q8N2Z9}.
D3YUB6	reviewed	Btbd8 Gm16115	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Note=Localized to nucleus in fetal cells. {ECO:0000250}.
P30658	reviewed	Cbx2 M33	SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000269|PubMed:9312051}. Chromosome {ECO:0000269|PubMed:16537902}. Note=Localizes to the inactivated X chromosome in females. {ECO:0000269|PubMed:16537902}.
O35177	reviewed	Nedd9 Casl	SUBCELLULAR LOCATION: Cytoplasm, cell cortex {ECO:0000250}. Nucleus {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Note=Localizes to both the cell nucleus and the cell periphery. {ECO:0000250}.
P19228	reviewed	Csn1s1 Csn1 Csna	SUBCELLULAR LOCATION: Secreted.
Q80U35	reviewed	Arhgef17 Kiaa0337	
Q9Z1K5	reviewed	Arih1 Ari Ubch7bp Uip77	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9Y4X5}. Nucleus {ECO:0000250|UniProtKB:Q9Y4X5}. Nucleus, Cajal body {ECO:0000250|UniProtKB:Q9Y4X5}. Note=Mainly cytoplasmic. Present in Lewy body. {ECO:0000250|UniProtKB:Q9Y4X5}.
E9Q4N7	reviewed	Arid1b Baf250b	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q8NFD5, ECO:0000255|PROSITE-ProRule:PRU00355}.
Q921C5	reviewed	Bicd2 Kiaa0699	SUBCELLULAR LOCATION: Golgi apparatus {ECO:0000269|PubMed:11483508, ECO:0000269|PubMed:12447383, ECO:0000269|PubMed:25962623}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:11483508}. Cytoplasm {ECO:0000250|UniProtKB:Q8TD16}. Nucleus, nuclear pore complex {ECO:0000250|UniProtKB:Q8TD16}. Nucleus envelope {ECO:0000250|UniProtKB:Q8TD16}. Note=In interphase cells mainly localizes to the Golgi complex and colocalizes with dynactin at microtubule plus ends (PubMed:11483508). Localizes to the nuclear envelope and cytoplasmic stacks of nuclear pore complex known as annulate lamellae in a RANBP2-dependent manner during G2 phase of the cell cycle (By similarity). {ECO:0000250|UniProtKB:Q8TD16, ECO:0000269|PubMed:11483508}.
Q9QXJ4	reviewed	Arl10 Arl10a Arm1	
Q9CQE6	reviewed	Asf1a	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9Y294}.
Q8QZR8	reviewed	Ccnq Fam58a Fam58b	
Q9D5Q8	reviewed		
Q8K4Q8	reviewed	Colec12 Clp1 Srcl	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Single-pass type II membrane protein {ECO:0000250}. Note=Forms clusters on the cell surface. {ECO:0000250}.
Q499E6	reviewed	C1orf109	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q9NX04}. Cytoplasm {ECO:0000250|UniProtKB:Q9NX04}.
O89033	reviewed	Cdc6	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q99741}. Cytoplasm {ECO:0000250|UniProtKB:Q99741}. Note=The protein is nuclear in G1 and cytoplasmic in S-phase cells. {ECO:0000250|UniProtKB:Q99741}.
O35643	reviewed	Ap1b1 Adtb1	SUBCELLULAR LOCATION: Cytoplasmic vesicle, clathrin-coated vesicle membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Cytoplasmic side {ECO:0000250}. Golgi apparatus {ECO:0000250}. Note=Component of the coat surrounding the cytoplasmic face of coated vesicles located at the Golgi complex. {ECO:0000250}.
Q9DCA7	reviewed	Caly Drd1ip	SUBCELLULAR LOCATION: Cytoplasmic vesicle membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}. Cell membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}.
O88512	reviewed	Ap1g2	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000250|UniProtKB:O75843}; Peripheral membrane protein {ECO:0000250|UniProtKB:O75843}; Cytoplasmic side {ECO:0000250|UniProtKB:O75843}. Cytoplasmic vesicle membrane {ECO:0000250|UniProtKB:O75843}; Peripheral membrane protein {ECO:0000250|UniProtKB:O75843}. Endosome membrane {ECO:0000250|UniProtKB:O75843}; Peripheral membrane protein {ECO:0000250|UniProtKB:O75843}. Note=Mainly localized to perinuclear vesicular structures. Colocalizes with HBV major surface antigen L and HBV core protein C in CD63-containing compartments. Colocalizes with HBV major surface antigen L to cis-Golgi-like structures. {ECO:0000250|UniProtKB:O75843}.
Q9D7S9	reviewed	Chmp5 Snf7dc2	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}. Endosome membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Note=Localizes to the midbody of dividing cells. Localized in two distinct rings on either side of the Fleming body (By similarity). {ECO:0000250}.
Q8BW86	reviewed	Arhgef33 Gm941	
Q63805	reviewed	Orm3 Agp-3 Orm-3	SUBCELLULAR LOCATION: Secreted.
Q14BT6	reviewed	A4gnt	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000305}; Single-pass type II membrane protein {ECO:0000305}.
Q2MKA5	reviewed	Chrna5	SUBCELLULAR LOCATION: Cell junction, synapse, postsynaptic cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
Q80ZU9	reviewed	Gpr137 Tm7sf1l1	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.
Q61824	reviewed	Adam12 Mltna	SUBCELLULAR LOCATION: Membrane; Single-pass type I membrane protein.
P51829	reviewed	Adcy7	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.
Q91XE0	reviewed	Glyat	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q6IB77}.
Q62167	reviewed	Ddx3x D1Pas1-rs2 Ddx3 Dead3 Erh	SUBCELLULAR LOCATION: Nucleus speckle {ECO:0000250}. Cytoplasm {ECO:0000250}. Mitochondrion outer membrane {ECO:0000250}. Note=Located predominantly in nuclear speckles and, at low levels, throughout the cytoplasm. Located to the outer side of nuclear pore complexes (NPC). Shuttles between the nucleus and the cytoplasm in a XPO1 and may be also in a NFX1-dependent manner. Associated with polyadenylated mRNAs in the cytoplasm and the nucleus. Predominantly located in nucleus during G(0) phase and in the cytoplasm during G1/S phase (By similarity). {ECO:0000250}.
Q11131	reviewed	Fut7	SUBCELLULAR LOCATION: Golgi apparatus, Golgi stack membrane; Single-pass type II membrane protein. Note=Membrane-bound form in trans cisternae of Golgi.
Q9QZN1	reviewed	Fbxl17 Fbl17 Fbx13 Fbxo13	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q9UF56}. Nucleus {ECO:0000250|UniProtKB:Q9UF56}. Note=Present in the cytoplasm and nucleus; more abundant in the cytoplasm. {ECO:0000250|UniProtKB:Q9UF56}.
Q4FZF3	reviewed	Ddx49	
O54998	reviewed	Fkbp7 Fkbp23	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000255|PROSITE-ProRule:PRU10138, ECO:0000269|PubMed:9806833}.
Q61089	reviewed	Fzd6	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:10097073}; Multi-pass membrane protein {ECO:0000255}. Cell membrane {ECO:0000269|PubMed:10097073}; Multi-pass membrane protein {ECO:0000255}. Cell surface {ECO:0000269|PubMed:16495441}. Apical cell membrane {ECO:0000269|PubMed:16495441}; Multi-pass membrane protein {ECO:0000255}. Cytoplasmic vesicle membrane {ECO:0000269|PubMed:16495441}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:31073040}; Multi-pass membrane protein {ECO:0000255}. Note=Colocalizes with FZD3 at the apical face of cells (PubMed:16495441). Localizes to the endoplasmic reticulum membrane in the presence of LMBR1L (PubMed:31073040). {ECO:0000269|PubMed:16495441, ECO:0000269|PubMed:31073040}.
Q9WTJ4	reviewed	Fiz1	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:10409713}. Nucleus {ECO:0000269|PubMed:10409713}.
Q9Z247	reviewed	Fkbp9 Fkbp60 Fkbp63	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen {ECO:0000255|PROSITE-ProRule:PRU10138, ECO:0000269|PubMed:10524204}.
O35465	reviewed	Fkbp8 Fkbp38 Sam11	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:15105374}; Single-pass membrane protein {ECO:0000269|PubMed:15105374}; Cytoplasmic side {ECO:0000269|PubMed:15105374}.
Q497Q6	reviewed	Fam228b	
Q9WTJ8	reviewed	Fam50b D0H6S2654E X5l	
Q61239	reviewed	Fnta	
Q3U1T9	reviewed	Dennd1b	SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q6P3S1}. Cytoplasmic vesicle, clathrin-coated vesicle {ECO:0000250|UniProtKB:Q6P3S1}.
Q9WV69	reviewed	Dmtn Epb4.9 Epb49	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Cytoplasm, cytosol {ECO:0000269|PubMed:18505823}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:18505823}. Cytoplasm, cytoskeleton {ECO:0000250}. Cell membrane {ECO:0000250}. Membrane {ECO:0000269|PubMed:18505823}. Endomembrane system {ECO:0000250}. Cell projection {ECO:0000269|PubMed:18505823}. Note=Localized at the spectrin-actin junction of erythrocyte plasma membrane. Localized to intracellular membranes and the cytoskeletal network. Localized at intracellular membrane-bounded organelle compartment in platelets that likely represent the dense tubular network membrane (By similarity). {ECO:0000250}.
P98192	reviewed	Gnpat Dhapat	SUBCELLULAR LOCATION: Peroxisome membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}; Matrix side {ECO:0000250}. Note=Exclusively localized to the lumenal side of the peroxisomal membrane. {ECO:0000250}.
Q80WS3	reviewed	Fbll1	SUBCELLULAR LOCATION: Nucleus, nucleolus. Note=Fibrillar region of the nucleolus. {ECO:0000250}.
P11404	reviewed	Fabp3 Fabph1	SUBCELLULAR LOCATION: Cytoplasm.
Q69Z69	reviewed	Esco1 Kiaa1911	SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q5FWF5}. Chromosome {ECO:0000250|UniProtKB:Q5FWF5}. Note=Nuclear at interphase, associated with chromosomes during mitosis. {ECO:0000250|UniProtKB:Q5FWF5}.
Q9JIQ3	reviewed	Diablo Smac	SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:10929712}. Note=Released into the cytosol when cells undergo apoptosis.
P23953	reviewed	Ces1c Es1	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen. Note=Microsomal membrane, lumen of endoplasmic reticulum.
A4FUQ5	reviewed	Fpr-rs4	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein.
Q8VDH1	reviewed	Fbxo21 Fbx21 Kiaa0875	
P56387	reviewed	Dynlt3 Tcte1l	SUBCELLULAR LOCATION: Nucleus {ECO:0000250}. Cytoplasm, cytoskeleton {ECO:0000250}. Chromosome, centromere, kinetochore {ECO:0000250}.
Q3TQF0	reviewed	Fbxo31 MNCb-2609	
Q63880	reviewed	Ces3a Es31	SUBCELLULAR LOCATION: Endoplasmic reticulum lumen. Note=Microsomal membrane, lumen of endoplasmic reticulum.
Q8BK48	reviewed	Ces2e Ces5	SUBCELLULAR LOCATION: Microsome {ECO:0000269|PubMed:15123619}.
Q9CRY7	reviewed	Gdpd1 Gde4	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Cytoplasm, perinuclear region {ECO:0000269|PubMed:25528375}.
Q9CRW3	reviewed		
Q8BQ48	reviewed	Cep295 Kiaa1731	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole {ECO:0000250|UniProtKB:Q9C0D2}. Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250|UniProtKB:Q9C0D2}. Cytoplasm, cytoskeleton, spindle {ECO:0000250|UniProtKB:Q9C0D2}. Cytoplasm, cytoskeleton {ECO:0000250|UniProtKB:Q9C0D2}. Note=Associates with both of the converted centrioles during G1 but becomes more enriched at the newly formed daughter (or unconverted) centrioles during S, G2, and early M phases. In early S phase, localized at the procentriolar microtubule wall and enriched at the proximal ends of the centrioles in CENPJ- and CEP135-dependent manner. Colocalizes with SASS6 and CEP250 proteins. Colocalizes with CEP135 and CEP192 at the centrosomes. Associates with interphase microtubules and mitotic spindles. Colocalizes with centriolar acetylated tubulin. {ECO:0000250|UniProtKB:Q9C0D2}.
O55003	reviewed	Bnip3 Nip3	SUBCELLULAR LOCATION: Mitochondrion. Mitochondrion outer membrane {ECO:0000250}; Single-pass membrane protein {ECO:0000250}. Note=Coexpression with the EIB 19-kDa protein results in a shift in NIP3 localization pattern to the nuclear envelope. Colocalizes with ACAA2 in the mitochondria. Colocalizes with SPATA18 at the mitochondrion outer membrane (By similarity). {ECO:0000250}.
Q566J8	reviewed	Coq8b Adck4	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000250|UniProtKB:Q96D53}; Single-pass membrane protein {ECO:0000250|UniProtKB:Q96D53}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q96D53}. Cell membrane {ECO:0000250|UniProtKB:Q96D53}.
E9Q3E1	reviewed	Aldh3b2	SUBCELLULAR LOCATION: Lipid droplet {ECO:0000269|PubMed:25286108}.
A2AIV8	reviewed	Card9	SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.
Q9D9C6	reviewed	Ccdc182	
Q0VFX2	reviewed	Cfap157	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, cilium basal body {ECO:0000269|PubMed:27965440}.
Q9D7J4	reviewed	Cox20 Fam36a	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:Q5RI15}; Multi-pass membrane protein {ECO:0000255}.
Q69Z98	reviewed	Brsk2 Kiaa4256 Sada	SUBCELLULAR LOCATION: Cytoplasm, cytoskeleton, microtubule organizing center, centrosome {ECO:0000250}. Cytoplasm, perinuclear region {ECO:0000250}. Endoplasmic reticulum {ECO:0000250}. Note=Detected at centrosomes during mitosis. Localizes to the endoplasmic reticulum in response to stress caused by tunicamycin (By similarity). {ECO:0000250}.
Q7TNS7	reviewed	Asic4 Accn4	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.
A0A087WPF7	reviewed	Auts2 Kiaa0442	SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:19948250, ECO:0000269|PubMed:25519132, ECO:0000269|PubMed:25533347}. Cytoplasm, cytoskeleton {ECO:0000269|PubMed:25533347}. Cell projection, growth cone {ECO:0000269|PubMed:25533347}. Note=Detected both in cytoplasm and nucleus (PubMed:25533347). Colocalizes with RAC1 at actin-rich growth cones (PubMed:25533347). Detected on the promoter region of actively transcribed genes (PubMed:25519132). {ECO:0000269|PubMed:25519132, ECO:0000269|PubMed:25533347}.
Q5EBG8	reviewed		
Q9WUT7	reviewed	Ccr9 Cmkbr10	SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:P51686}; Multi-pass membrane protein {ECO:0000250|UniProtKB:P51686}.
Q8R3Z5	reviewed	Cacnb1 Cacnlb1	SUBCELLULAR LOCATION: Cell membrane, sarcolemma {ECO:0000250|UniProtKB:P19517}; Peripheral membrane protein {ECO:0000250|UniProtKB:P19517}; Cytoplasmic side {ECO:0000250|UniProtKB:P19517}. Cell membrane {ECO:0000305|PubMed:21831364}; Peripheral membrane protein {ECO:0000250|UniProtKB:P19517}.
